external_gene_name	mmusculus_homolog_associated_gene_name
AC004921.2	
OR11G1P	
AL022097.1	
SKIV2L	
AC092813.2	
FARS2	Fars2
OR11P1P	
TAS2R40	Tas2r144
AL121759.2	
OR11G2	Olfr738
AC073342.2	
AC073342.3	
NCF2	Ncf2
PGDP1	
AC107241.1	
KIZ-AS1	
Z99716.2	
OR11H5P	
RORA-AS1	
AC009831.2	
OR11H6	Olfr745
AC103592.1	
AC092175.1	
ST6GALNAC3	St6galnac3
NCOR1P3	
PKD1L1	Pkd1l1
ZSCAN9	
LINC01904	
CYCSP38	
AC012404.1	
AC109630.1	
RABEP1	Rabep1
OR11H7	Olfr746
OR11H7	Olfr748
RORA	Rora
WDR90	Wdr90
EIF4E1B	Eif4e1b
BSNDP4	
AC064862.6	
AC004967.1	
RPS3AP29	
AC064862.7	
ARID4A	Arid4a
OR7E7P	
AL805909.1	
AC079781.5	
LINC00571	
AL021328.1	
TPBGL	Tpbgl
SNRPCP9	
LINC02334	
AC079781.3	
AC079781.1	
AC064862.5	
AC064862.1	
HNRNPA1P37	
AC005326.1	
SMG7	Smg7
AC079781.2	
OR7E38P	
AL136968.2	
HSPD1P9	
AC079781.4	
AP000829.1	
PIK3CDP1	
AC004967.2	
AC064862.2	
LINC01824	
UFM1	Ufm1
AC064862.4	
OR11H4	Olfr747
OR11H4	Olfr749
AC064862.3	
AC023141.4	
ASNS	Asns
AC104458.1	
AP005119.2	
C7orf69	
TPI1P1	
AC009831.4	
AP005265.1	
LINC02567	
AP003717.4	
LINC00470	
LINC00525	
AP003717.2	
AP003717.3	
SMIM33	1700066B19Rik
AC111170.1	
ESYT2	Esyt2
ZSCAN31	
AC068594.2	
AC111170.3	
ST6GALNAC5	St6galnac5
AC111182.1	
AC009965.1	
ERHP2	
AC111182.2	
MARK2P5	
AC009498.1	
MLIP-IT1	
CHST8	Chst8
AC068594.1	
AC114964.2	
AL033384.1	
USP9X	Usp9x
DSTNP5	
OVCA2	Ovca2
AC114964.1	
UTS2	Uts2
AC106901.1	
DLD	Dld
AC111170.2	
AL080243.2	
MLIP-AS1	
AC090617.10	
AC245036.1	
AC023141.8	
AL080243.1	
Z73420.1	
AC023141.12	
AC023141.5	
DPH1	Dph1
LINC01068	
AC016903.1	
AC016903.2	
NELFE	
ZCCHC23	
AL136442.1	
RBMXP4	
LINC01038	
RPAIN	Rpain
AL139316.1	
LINC00574	
GAB3	Gab3
LINC00242	
LINC00382	
ETDB	
ETFA	Etfa
KCNA2	Kcna2
NCLP2	
AC090517.5	
SMIM10L2B-AS1	
PIP4P1	Pip4p1
AC241644.1	
C4B_2	
AL049612.1	
AC234771.1	
AL603783.1	
SMIM10L2B	Smim10l2a
GOLGA6A	Golga2
AGER	
EHF	Ehf
AC097460.3	
DNAJB14	Dnajb14
LEPR	Lepr
AP005119.1	
AP005328.1	
FANCI	Fanci
COX6CP3	
AL662842.1	
RPL22P21	
ZKSCAN3	
TTC19	Ttc19
SEC24B-AS1	
AC009560.2	
AC022898.2	
AC012404.2	
SLC12A7	Slc12a7
AC009560.3	
AC009560.1	
SEC24B	Sec24b
SMARCE1P1	
AC022898.1	
APEX1	Apex1
CWF19L2	Cwf19l2
RORA-AS2	
AL139220.2	
AC023141.2	
AC023141.11	
CHCHD3P3	
AC023141.9	
NPM1P39	
AC023141.3	
AL139021.2	
AC023141.1	
SNRPEP7	
COPS6	Cops6
AC139720.2	
RPL24P2	
AC139720.1	
AL590640.1	
RPL5P13	
AC023141.10	
PHETA2	Pheta2
AC023141.6	
AC024475.2	
AC024475.4	
INPP4B	Inpp4b
AC023141.13	
AC023141.7	
AC090617.3	
AC145207.9	
AC128676.1	
AC024475.3	
FBXW11P1	
AC069285.1	
AL596442.3	
PREB	Preb
AC069285.2	
ZSWIM7	Zswim7
GJA5	Gja5
KRT8P47	
AL139220.1	
COX7B	Cox7b
AC241644.3	
CCDC24	Ccdc24
AL596442.1	
CLCA2	Clca2
LINC01670	
AC010614.1	
AL022341.2	
NOP56	Nop56
KIAA0355	
AC116021.1	
AC004148.2	
IPP	Ipp
C1QBP	C1qbp
KCTD17	Kctd17
ZCCHC4	Zcchc4
MIS18BP1	Mis18bp1
AC005920.1	
AC005920.3	
LINC02489	
UGT2B7	
AC109479.1	
ARHGDIA	Arhgdia
AC109479.3	
BX679671.1	
WDTC1	Wdtc1
AC015563.1	
AL035409.1	
CLUHP6	
AC012123.1	
AL604028.2	
RNF138	Rnf138rt1
RNF138	Rnf138
RPS15AP10	
AL604028.1	
ARHGAP18	Arhgap18
NUP88	Nup88
AC108215.1	
TMEM69	Tmem69
HOPX	Hopx
LAMB1	Lamb1
SLC6A9	Slc6a9
AC119800.1	
AC111000.2	
CAP1	Cap1
AC097063.1	
LMNTD2	Lmntd2
LEPROT	Leprot
GPBP1L1	Gpbp1l1
AC011303.1	
RPL12P1	
KIFC1	Kifc1
KIFC1	Kifc5b
ABHD1	Abhd1
UNCX	Uncx
AC004923.4	
ALDH3B1	Aldh3b1
AC073094.1	
OIP5-AS1	
AL512303.1	
EMID1	Emid1
TSTD3	
GPR6	Gpr6
MEP1B	Mep1b
AC034228.3	
AC034228.1	
LRRC56	Lrrc56
AL590009.1	
AL731683.1	
MEIKIN	Meikin
AC018865.2	
POTEF	
AC022196.1	
GSTA9P	
CLDN10-AS1	
AC241644.2	
PDGFRB	Pdgfrb
TTC5	Ttc5
DZIP1	Dzip1
AL731683.2	
AP006284.1	
NUSAP1	Nusap1
DFFB	Dffb
ZNF90P3	
SRD5A2	Srd5a2
SFTPB	Sftpb
NCOR1	Ncor1
GAREM1	Garem1
AC018865.1	
SAPCD2P4	
AP002370.1	
AP001825.1	
RASSF7	Rassf7
AC010095.1	
AL133247.1	
SEPT14P1	
AL158801.5	
AL158801.4	
ATP7A	Atp7a
SLC25A41	Slc25a41
RPL10P5	
DLG2	Dlg2
AC092001.1	
AC015727.1	
DHX33	Dhx33
AC093871.1	
AC093898.1	
PHKG1P1	
FBXO34	Fbxo34
AC109479.2	
SEPT7P4	
RNF125	Rnf125
AC136628.1	
AC006455.8	
AC136628.4	
AL592447.1	
AC006455.7	
RPS24P12	
SMG7-AS1	
AL929288.1	
AL591516.1	
ZNF733P	
PDSS2	Pdss2
AL929288.2	
AL356019.1	
AL158801.2	
CLCA1	Clca1
AC080023.1	
AL356019.2	
RPS3AP9	
AL133247.2	
CHMP4BP1	
AL691515.1	
LINC01946	
AL158801.1	
AC134698.3	
MED15P9	
AC025887.1	
AL158801.3	
AK2P2	
SNX18P27	
AC023790.1	
AC025887.2	
AC134698.5	
HTR7P1	
KRT18P52	
ARAFP3	
AC006455.3	
AC006455.2	
AC011825.1	
CCDC74B	Ccdc74a
AL121652.1	
TSPAN17	Tspan17
AC023790.2	
AC006455.6	
AC009835.1	
CLEC9A	Clec9a
WBP11P1	
AC006455.5	
AC136628.2	
AL691515.2	
AC011825.4	
TNFRSF9	Tnfrsf9
KLHL14	Klhl14
CLPTM1LP1	
AC006455.1	
IGLV1-44	
AC024224.1	
LINC01035	
IGLV7-43	
CYP4F44P	
AC005046.1	
IGLVI-42	
AC009831.3	
LRRC37A14P	
AC015563.2	
AC134698.2	
EP300	Ep300
WRNIP1	Wrnip1
AC139365.2	
AC011825.3	
AC139365.1	
AL009183.1	
AC011825.2	
HSPA8P13	
ZNF146	Zfp146
HNRNPA1P7	
SCML2P1	
MCM9	Mcm9
LINC00668	
AL121969.1	
AL365361.1	
ZKSCAN4	Zkscan4
ZKSCAN4	Zkscan3
RANBP2	Ranbp2
ABCA6	Abca6
CLDN10	Cldn10
ZNF565	
AL356235.1	
ADGRL4	Adgrl4
LSM3P4	
AC069282.1	
AC009088.1	
PGK1	Pgk1
AC091100.1	
FLOT1	Flot1
AL022726.1	
TMEM266	Tmem266
C6	C6
SNX2P2	
AL008627.1	
AC079331.2	
AC079331.1	
PDE1C	Pde1c
DDX46	Ddx46
PYCARD-AS1	
AC009233.1	
PITPNC1	
VIPR1-AS1	
PYCARD	Pycard
RCC2P2	
PHF23	Phf23
AC006445.3	
RPSAP75	
LINC01097	
TRPM6	Trpm6
LINC00102	
CU633967.1	
AC123768.1	
CD99P1	
AC145207.2	
AC018445.4	
ZNF886P	
MAN1A1	Man1a
AC018445.1	
SCG5	Scg5
AP000253.1	
SEC24AP1	
NKX3-2	Nkx3-2
SMDT1	Smdt1
FGF19	Fgf15
UCP3	Ucp3
DMRTC1	
ZNF885P	
TRIM72	Trim72
LINC01096	
AP001888.1	
TYRO3P	
AL035658.1	
SF1	Sf1
PYDC1	
FGF4	Fgf4
EP300-AS1	
AC027243.3	
AP000720.1	
ZNF681	Zfp595
ZNF681	Gm49345
ZNF681	Zfp457
ZNF681	Zfp953
ZNF681	Zfp738
AP000720.2	
ATG14	Atg14
FGF3	Fgf3
AC004156.1	Rnf126
AC079331.3	
VIPR1	Vipr1
AP007216.1	
AC110921.1	
AC087721.1	
AP007216.2	
OIP5	Oip5
LINC00665	
FAM236A	1700011M02Rik
FAM236A	Gm9112
KCNA3	Kcna3
ASF1A	Asf1a
AP003555.2	
AL356801.1	
RPL30P5	
SLC25A14P1	
CNNM4	Cnnm4
AP003555.3	
NRBF2P3	
AP003555.1	
MRPS18C	Mrps18c
OR11I1P	
FAM236C	1700011M02Rik
FAM236C	Gm9112
PGAM4	Pgam1
TBPL2	Tbpl2
NFKB1	Nfkb1
AL137009.1	
AC008985.1	
AC254562.2	
AL022722.1	
RPS2P7	
AC010519.1	
AC087721.2	Nusap1
AL021878.2	
BICRA-AS1	
AC109810.1	
RNH1	
AL022722.2	
CYP2D6	Cyp2d26
CYP2D6	Cyp2d40
CYP2D6	Cyp2d10
CYP2D6	Cyp2d12
CYP2D6	Cyp2d9
CYP2D6	Cyp2d22
CYP2D6	Cyp2d34
CYP2D6	Cyp2d11
FO393419.3	
RPL5P21	
EHD2	Ehd2
AC009643.1	
CR847861.1	
AC009643.2	
RPL21P6	
CNNM3-DT	
FAM184A	Fam184a
WFDC11	Wfdc11
ADD1	Add1
CYP21A1P	
WASF1	Wasf1
MTCYBP35	
AC117528.1	
AC226770.1	
NKAPL	Nkapl
RPSAP58	
AC025766.1	
HNRNPKP3	
AC139769.2	
TNXA	
MTDHP4	
AC010301.1	
PPT1	Ppt1
AC093311.1	
AC092364.3	
AC139769.3	
C5orf24	B230219D22Rik
MTND5P12	
VN1R84P	
MTND6P3	
BNIP3P39	
AC114291.1	
AC139769.1	
KIAA0825	
AC113391.1	
TRAPPC4	Trappc4
BICRA	Bicra
PGAM1P6	
AC113391.2	
AC092296.2	
ATAD2B	Atad2b
ZNF100	
ABRAXAS1	Abraxas1
FARSA	Farsa
AC009286.3	
AC008966.1	
MROH2B	Mroh2b
IGLVVII-41-1	
IGLV1-41	
PIGK	Pigk
CREB3L1	Creb3l1
PSAT1P3	
BRI3BPP1	
AC010331.1	
AC004156.2	
PJVK	Pjvk
BCRP2	
AC087392.5	
MOCS2	Mocs2
AC092364.5	
CU207370.1	
AC092364.4	
MTND4P31	
POLG	Polg
AP000550.1	
NXF1	Nxf1
POM121L7P	
AC023908.2	
IFT52	Ift52
AC023908.1	
DDX56	Ddx56
AC022007.1	
AC023908.3	
E2F6P2	
FSIP1	Fsip1
CNRIP1	Cnrip1
TTTY10	
CYCSP11	
AC066692.1	
EMC3-AS1	
NDUFA6	Ndufa6
U73023.1	
AL391244.2	
AC037198.1	
GPR176	Gpr176
AC254562.3	
AC092641.1	
AL158198.1	
RPL23AP64	
AC009948.1	
OLA1P1	
AL158198.2	
AC093433.1	
MBOAT1	Mboat1
FANCD2	Fancd2
AC113935.1	
AC254562.1	
PRKRA	Prkra
SLC37A4	Slc37a4
KDM5DP1	
NDUFA6-DT	
UBR3	Ubr3
DNMT3B	Dnmt3b
DNMT3B	Dnmt3c
LINC01574	
AC010638.1	
CDX1	Cdx1
AL451046.2	
FBXL7	Fbxl7
B3GALNT2P1	
ASCC2	Ascc2
THBS1	Thbs1
AL451046.1	
SERPINB1	Serpinb1a
SERPINB1	Serpinb1b
SERPINB1	Serpinb1c
CLEC1A	Clec1a
TMEM244	
AC016650.1	
MARCH11	March11
LINC02584	
STK19B	
AC015878.1	
AC015878.2	
MAPK14	Mapk14
GREB1L	Greb1l
AP000254.1	
KIF18B	Kif18b
LINC01563	
SOD1	Sod1
AC092335.1	
IGBP1	Igbp1
FARSA-AS1	
AC037198.2	
WFDC10B	
ANAPC4	Anapc4
ZNF43	
HK3	Hk3
ZSCAN26	Zscan26
ASNSP1	
IGLV1-40	
IGBP1-AS2	
ASH2LP1	
IGBP1-AS1	
WFDC13	Wfdc13
ZSCAN12	Zscan12
IGLVI-38	
IGLV5-37	
PAPOLG	Papolg
SLC6A19	Slc6a19
IGLV1-36	
PABPC1L2B-AS1	
C1orf174	A430005L14Rik
CMYA5	Cmya5
PABPC1L2B	
HNRNPABP1	
AC009286.1	
IGLV7-35	
PABPC1L2A	
AC104576.1	
LINC01460	
AC009286.2	
ASNSP4	
AL662864.1	
AC021451.1	
NAP1L6	
ZNF877P	
AL021997.3	
AL158825.1	
RAB3B	Rab3b
TRIM60P15	
SPINT4	Spint4
ZNF280B	
AC008496.2	
PGBD1	Pgbd1
AC012123.2	
AC021451.2	
AC021451.3	
AC009032.1	
AC012321.1	
NAP1L2	Nap1l2
AL161637.1	
C9orf40	D030056L22Rik
UNC5A	Unc5a
HNRNPA1P3	
NFAT5	Nfat5
ZNF280A	
FSTL3	Fstl3
AL132775.2	
AL132775.1	
TNFRSF11A	Tnfrsf11a
AL445685.2	
AL117332.1	
XRN2	Xrn2
ABI1P1	
KTN1-AS1	
AL158825.2	
AL391244.1	
CARNMT1	Carnmt1
ANKRD65	Ankrd65
AC080162.1	
GAPDHP52	
AC073195.1	
FAM183A	Fam183b
ADAM17	Adam17
PRKRA-AS1	
AC093433.2	
RPL7AP4	
AC113146.1	
AC097517.1	
WDR60	Wdr60
C15orf54	
MIR7515HG	
KTN1	Ktn1
CFAP221	Cfap221
AC013652.2	
ZDHHC20-IT1	
AC010504.2	
AC022929.2	
ZDHHC20	Zdhhc20
C15orf53	
AL391069.2	
DNAJC19P9	
AC093575.1	
CARNMT1-AS1	
AL162632.3	
AL391069.1	
AK5	Ak5
AL935042.1	
AL162632.1	
AC006840.1	
AC009019.2	
RFX5	Rfx5
RGPD8	
SDR42E2	Gm5737
SERPINB9P1	
LINC02438	
AC024595.1	
AC013652.1	
AC024230.1	
SYPL1	Sypl
AL162632.2	
CYCSP10	
CIDECP1	
FP236315.3	
AC110767.1	
FP236315.1	
AC114728.1	
FP236315.2	
AC144450.1	
AP001889.1	
ZSCAN23	
AL139354.1	
FOXI1	Foxi1
RPL23AP34	
AC093690.1	
LDHAL6B	Ldhal6b
RDX	Rdx
AC022929.1	
AC004863.1	
AC021171.2	
AC087878.1	
MYO1E	Myo1e
KRT18P41	
EMC3	Emc3
AF121897.1	
LINC01134	
CLEC7A	Clec7a
LINC02601	
BABAM2	Babam2
AC010141.2	
LRRC42	Lrrc42
AC006195.1	
AL391647.1	
AC007312.1	
AC104596.2	
AC104596.1	
BBS9	Bbs9
AC100843.1	
CNN1	Cnn1
AC095030.1	
CD276	Cd276
AC008496.3	
PTPN4	Ptpn4
DGAT2L6	Dgat2l6
CEP104	Cep104
BX005428.1	
AL356863.1	
AC013444.2	
LINC00437	
LINC00689	
DEDD2	Dedd2
KYNU	Kynu
PRDX3P3	
LINC00366	
AC008496.1	
FANCD2OS	Fancd2os
LINC01455	
AC007269.1	
RPL17P44	
VIPR2	Vipr2
IAH1	Iah1
AC100843.2	
RPS2P52	
AC025627.3	
FAM230B	
PRSS57	Prss57
AC025627.4	
CD53	Cd53
ANKRD23	Gm42417
ANKRD23	Ankrd23
AL121750.1	
AWAT1	Awat1
AC018809.2	
AC006455.4	
AC015936.1	
VN1R31P	
VN1R32P	
ACTBP9	
MTND1P14	
NMTRQ-TTG12-1	
GAPDHP42	
MTND2P12	
NPM1P37	
PAUPAR	
P2RY4	P2ry4
COL19A1	Col19a1
SMARCA5	Smarca5
CCDC178	Ccdc178
AC098862.1	
NXN	Nxn
MTCO1P39	
AP000550.2	
AC002553.1	
AL121957.1	
AL023284.1	
AC002553.2	
SOBP	Sobp
RPLP1P11	
AC092868.2	
TXK	Txk
AL023284.4	
AC092756.1	
MTX3	Mtx3
CENPV	Cenpv
AC092868.3	
DKC1	Dkc1
AC092757.3	
AL035078.4	Rcn1
AL096816.1	
CCNB2	Ccnb2
SLC6A7	Slc6a7
AP000550.4	
RCN1	Rcn1
DCAF13P1	
ANKRD39	Ankrd39
AP003392.1	
RPS25	
AKAP12	Akap12
NDUFS8	Ndufs8
TRMT13	Trmt13
AL035078.3	
B3GALT5	B3galt5
AC010141.1	
CNNM3	Cnnm3
RBMY1A1	Gm4064
RBMY1A1	Gm3376
RBMY1A1	Gm21704
RBMY1A1	Gm21708
RBMY1A1	Gm21677
RBMY1A1	Gm10256
RBMY1A1	Gm21693
RBMY1A1	Gm10352
RBMY1A1	Gm29289
RBMY1A1	Rbmy
CCT5	Cct5
RPL27AP	
PIGL	Pigl
CAMK2A	Camk2a
ANKDD1B	Ankdd1b
SLC47A1P2	
BOK-AS1	
BOK	Bok
AC139713.1	
ARHGAP23	Arhgap23
SMARCA5-AS1	
B3GALT5-AS1	
AC092757.2	
CCDC84	Ccdc84
SRY	Sry
RNASEH2CP1	
FAM81A	Fam81a
LRRC39	Lrrc39
TOMM22P2	
KLK11	Klk11
AC006040.1	
AP006287.1	
VINAC1P	
AC036164.1	
AC087392.2	
AC087392.1	
BX005428.2	
AF064860.1	
AC007406.4	
ABCF2P2	
ACBD5	Acbd5
TACSTD2	Tacstd2
AC005011.1	
AC007406.1	
RBMY1B	Gm4064
RBMY1B	Gm3376
RBMY1B	Gm21704
RBMY1B	Gm21708
RBMY1B	Gm21677
RBMY1B	Gm10256
RBMY1B	Gm21693
RBMY1B	Gm10352
RBMY1B	Gm29289
RBMY1B	Rbmy
AC217627.1	
AC005993.1	
AC011503.4	
CALN1	Caln1
CCDC73	Ccdc73
SLC6A12	Slc6a12
SLC6A18	Slc6a18
PBX2	
GGT2	Ggt1
AP000857.1	
AP002803.1	
CYP3A54P	
LDHAL6DP	
AC072054.1	
LMBRD1	Lmbrd1
AP002370.2	
FOXK1	Foxk1
AC087641.1	
AP003035.1	
RGMA	Rgma
AP000852.1	
AP000857.2	
SERPINB9	Serpinb9e
SERPINB9	Gm11397
SERPINB9	Serpinb9b
SERPINB9	Serpinb9c
SERPINB9	Serpinb9d
SERPINB9	Serpinb9
SERPINB9	Serpinb9g
SERPINB9	Serpinb9f
HNRNPA1P72	
ITGAM	Gm49368
ITGAM	Itgam
AC092428.1	
HNRNPCP6	
AL049714.1	
AC111000.5	
AL513497.1	
HNRNPA3P9	
NACAP6	
AC092868.1	
NOP53-AS1	
AP003392.2	
AC111000.3	
NOP53	Nop53
EIF3M	Eif3m
LINC02150	
AL596442.2	
TOMM20P4	
AC020980.1	
AC004074.1	
YWHAZP8	
C1QL1	C1ql1
CSRNP3	Csrnp3
AC244153.1	
WFS1	Wfs1
MRPL33	Mrpl33
ZNF414	Zfp414
P4HA3-AS1	
SRPX2	Srpx2
C6orf47	D17H6S53E
C2CD3	C2cd3
AP005262.2	
BOD1L1	Bod1l
GSTA4	
PRAMEF28P	
PRAMEF27	Pramel6
PRAMEF27	Gm3139
PRAMEF27	AC165294.3
PRAMEF27	AC164084.3
PRAMEF27	Gm7792
PRAMEF27	Gm16513
PRAMEF27	Gm13101
PRAMEF27	AA792892
PRAMEF27	Gm13040
PRAMEF27	AC164084.1
PRAMEF27	AC140325.2
PRAMEF27	Pramef25
PRAMEF27	Gm16367
PRAMEF27	A430089I19Rik
PRAMEF27	AC124606.2
PRAMEF27	Gm13078
PRAMEF27	Oog1
PRAMEF27	Gm3286
PRAMEF27	AC123873.1
PRAMEF27	Gm7942
PRAMEF27	Gm6502
PRAMEF27	Gm10436
PRAMEF27	Gm6367
PRAMEF27	C87499
PRAMEF27	AC163611.2
PRAMEF27	Pramef12
PRAMEF27	Gm7971
PRAMEF27	AC140365.1
PRAMEF27	Gm13084
PRAMEF27	Oog3
PRAMEF27	Gm3259
PRAMEF27	Gm13023
PRAMEF27	E330014E10Rik
PRAMEF27	Gm13043
PRAMEF27	AC125178.2
PRAMEF27	Gm3183
PRAMEF27	Pramel4
PRAMEF27	Gm6351
PRAMEF27	C130073F10Rik
PRAMEF27	Gm12794
PRAMEF27	Pramef17
PRAMEF27	AC125178.3
PRAMEF27	C87977
PRAMEF27	Gm7978
PRAMEF27	Gm12790
PRAMEF27	Gm3147
PRAMEF27	AC123873.3
PRAMEF27	Pramef20
PRAMEF27	AC140325.4
PRAMEF27	AC165294.1
PRAMEF27	Gm6205
PRAMEF27	BC080695
PRAMEF27	D5Ertd577e
PRAMEF27	Gm7982
PRAMEF27	AC140325.1
PRAMEF27	Gm7682
PRAMEF27	Pramel5
PRAMEF27	Gm13089
PRAMEF27	BC061212
PRAMEF27	Gm13102
PRAMEF27	AC133095.1
PRAMEF27	Gm16429
PRAMEF27	Gm10424
PRAMEF27	AC163611.1
PRAMEF27	Gm12800
PRAMEF27	Gm13119
PRAMEF27	Gm13128
PRAMEF27	Gm2042
PRAMEF27	AC124606.1
PRAMEF27	Gm13103
PRAMEF27	Gm13083
PRAMEF27	Pramel7
PRAMEF27	AC165294.2
PRAMEF27	Oog2
PRAMEF27	AC125178.1
PRAMEF27	Oog4
PRAMEF27	Gm12789
PRAMEF27	Gm16427
PRAMEF27	Pramel1
PRAMEF27	AC133095.2
PRAMEF27	B020004J07Rik
PRAMEF27	AC164084.2
PRAMEF27	Gm13057
PRAMEF27	Gm13088
PRAMEF27	Gm6509
PRAMEF27	Pramef8
PRAMEF27	AC140325.3
PRAMEF27	Gm3106
PRAMEF27	Pramef6
PRAMEF27	AC123873.2
PRAMEF27	C87414
PRAMEF27	AC126035.1
CNKSR1	Cnksr1
AC021171.1	
RBKS	Rbks
AC111000.6	
CA5B	Car5b
Z95152.1	
AL035411.1	
AC116317.1	
AC015969.1	
AC114797.1	
PLEK	Plek
UGT2B11	
SYTL4	Sytl4
RPL12P23	
AC140134.2	
SMN2	Smn1
FTOP1	
C7orf66	
AP005230.1	
AC004014.2	
NAP1L1P2	
ARR3	Arr3
USP8	Usp8
AC098824.1	
AL158064.1	
AC111000.1	
AC004014.1	
HSFY3P	
AC026477.1	
HEPACAM	Hepacam
AC016735.1	
BUB3P1	
AL513218.2	
AC111000.4	
AC027329.1	
ANAPC10P1	
ZC3H12C	Zc3h12c
RPS4Y1	
AL096840.1	
AC108114.1	
AC003669.1	
SENP6	Senp6
DNAJC19P7	
GAPDHP75	
AC073188.3	
AC090371.1	
AC122714.2	
INE2	
AC133528.1	
AC073188.4	
AC090371.2	
LINC01701	
LINC01819	
AC097625.1	
LINC02222	
AL591504.1	
PDCL3P6	
AC097625.2	Cltrn
AL591504.2	
LINC01080	
AC019183.1	
AL359976.1	
COX11P1	
AC239801.1	
ACE2	Ace2
CC2D1B	Cc2d1b
AP005057.1	
AC073188.1	
MPO	Mpo
AC015936.2	
AC073188.5	
VIP	Vip
AP005262.1	
LINC01345	
PTPN12	Ptpn12
AL109910.1	
AC073188.6	
HEPN1	
AC020978.2	
PLA2G15	Pla2g15
AL133351.3	
LINC01624	
SLC25A1P2	
LINC01346	
VN1R33P	
LINC02590	
AP001981.2	
ACTG1P20	
AL109910.2	
AC073188.2	
TFAMP2	
TMEM222	Tmem222
ARAFP2	
AC010883.2	
FITM1	Fitm1
RPSAP50	
GJA8	Gja8
LINC02580	
AL137781.1	
OR2E1P	
AL603882.1	
AP001981.1	
BICD1P1	
ZNF734P	
AP000550.3	
DMRT1	Dmrt1
E2F6P3	
SPRY2	Spry2
POM121L8P	
TTL	Ttl
AP001362.1	
BCRP6	
AC010883.3	
AC012640.4	
SSSCA1-AS1	
PCK2	Pck2
ZFP36L2	Zfp36l2
FAM234B	Fam234b
HIST1H2BPS3	
OR2AI1P	
AL136307.1	
AC006457.1	
BTBD9-AS1	
PLCXD3	Plcxd3
OR2Y1	Olfr1391
OR2Y1	Olfr1380
OR2Y1	Olfr1386
OR2Y1	Olfr1383
OR2Y1	Olfr10
OR2Y1	Olfr1382
OR2Y1	Olfr1387
OR2Y1	Olfr1381
OR2Y1	Olfr1393
OR2Y1	Olfr1371
OR2Y1	Olfr1385
OR2Y1	Olfr1389
OR2Y1	Olfr1388
OR2Y1	Olfr1390
OR2Y1	Olfr1373
OR2Y1	Olfr1392
OR2Y1	Olfr1384
AL110115.1	
AC005632.4	
BTBD9	Btbd9
HM13-AS1	
PKMP5	
SEPT7P5	
MCTS2P	
HNRNPA1P31	
AC114786.1	
LINC01126	
PHKG1P2	
AP000552.2	
AC005632.1	
FAM230H	
AC005632.3	
SLC29A4P2	
AL160162.1	
AC114291.2	
HM13	H13
AL353651.1	
NRN1	Nrn1
YRDCP3	
PWWP2AP1	
AL353651.2	
Z98745.2	
AC064801.2	
AL773573.1	
AC007192.2	
TERT	Tert
AL353651.3	
UGT2B28	
AC006157.1	
ZCCHC2	Zcchc2
Z98745.1	
AC245036.2	
LINC01187	
MAST3	Mast3
ADH5P2	
NMB	Nmb
AC099671.1	
AL590807.1	
ARF4P4	
AC002386.1	
ZNRD2	Sssca1
AC073071.1	
AC073387.1	
GSG1	Gsg1
AC073387.2	
CLTRN	Cltrn
P4HA3	P4ha3
NMRK1	Nmrk1
AC211469.1	
AC211469.2	
STAP2	Stap2
AC005670.3	
TYW1B	Tyw1
CA5BP1	
RCE1	Rce1
IL12RB1	Il12rb1
CPA5	Cpa5
AC098657.1	
AC098657.2	
GNB2	Gnb2
AC098657.3	
IMPDH1P11	
AC007218.3	
FAM89B	Fam89b
HMGB1P18	
AC007218.2	
AL606519.1	
AL079341.1	
HNRNPA1P64	
GRIN2A	Grin2a
AL596276.1	
LRRC56	
HNRNPCL3	Hnrnpc
HIF3A	Hif3a
OSBPL5	Osbpl5
AL596276.2	
ZNF622	Zfp622
TGFB1I1	Tgfb1i1
TNRC18P2	
C2orf88	1700019D03Rik
RAB8B	Rab8b
PRAMEF25	Pramel6
PRAMEF25	Gm3139
PRAMEF25	AC165294.3
PRAMEF25	AC164084.3
PRAMEF25	Gm7792
PRAMEF25	Gm16513
PRAMEF25	Gm13101
PRAMEF25	AA792892
PRAMEF25	Gm13040
PRAMEF25	AC164084.1
PRAMEF25	AC140325.2
PRAMEF25	Pramef25
PRAMEF25	Gm16367
PRAMEF25	A430089I19Rik
PRAMEF25	AC124606.2
PRAMEF25	Gm13078
PRAMEF25	Oog1
PRAMEF25	Gm3286
PRAMEF25	AC123873.1
PRAMEF25	Gm7942
PRAMEF25	Gm6502
PRAMEF25	Gm10436
PRAMEF25	Gm6367
PRAMEF25	C87499
PRAMEF25	AC163611.2
PRAMEF25	Pramef12
PRAMEF25	Gm7971
PRAMEF25	AC140365.1
PRAMEF25	Gm13084
PRAMEF25	Oog3
PRAMEF25	Gm3259
PRAMEF25	Gm13023
PRAMEF25	E330014E10Rik
PRAMEF25	Gm13043
PRAMEF25	AC125178.2
PRAMEF25	Gm3183
PRAMEF25	Pramel4
PRAMEF25	Gm6351
PRAMEF25	C130073F10Rik
PRAMEF25	Gm12794
PRAMEF25	Pramef17
PRAMEF25	AC125178.3
PRAMEF25	C87977
PRAMEF25	Gm7978
PRAMEF25	Gm12790
PRAMEF25	Gm3147
PRAMEF25	AC123873.3
PRAMEF25	Pramef20
PRAMEF25	AC140325.4
PRAMEF25	AC165294.1
PRAMEF25	Gm6205
PRAMEF25	BC080695
PRAMEF25	D5Ertd577e
PRAMEF25	Gm7982
PRAMEF25	AC140325.1
